paper_id,evidence_type,raw_evidence,use_in_embedding_map,use_as_graph_node
P0907,material formulation,"50 mol% Pb3O4-50 mol% P2O5 lead phosphate glass doped with CoO, Cr2O3, or V2O5",True,False
P0907,mechanism statement,transition-metal ions introduce multiple conduction mechanisms and Co improves electrical properties of non-crystalline ionic conductors,True,False
P0908,material formulation,molten CuCl-Cu2Se mixtures,True,False
P0908,mechanism statement,adding CuCl shifts dominant transport from electronic to ionic conduction and changes conductivity gap and thermoelectric power,True,False
P0909,material formulation,"Bi, Sb, and Te thermoelectric films electrodeposited from choline chloride/urea ionic liquid",True,False
P0909,mechanism statement,"BiCl4-, SbCl4-, and TeCl6 2- complex ions undergo diffusion-controlled cathodic reduction with different charge-transfer resistances",True,False
P0910,material formulation,Li-doped Mg2Si0.4Sn0.6 synthesized by B2O3 encapsulation with Li2CO3 dopant,True,False
P0910,mechanism statement,Li2CO3 supplies Li for p-type doping while reaction-produced MgO influences lattice thermal conductivity,True,False
P0911,material formulation,8 mol% Y2O3-stabilized zirconia thick-film oxygen sensor,True,False
P0911,mechanism statement,direct ionic thermoelectric effect in oxygen-ion-conducting YSZ creates pO2-dependent thermopower under a temperature gradient,True,False
P0912,material formulation,"M0.5Co4Sb12 filled skutterudites with M = K, Sr, La, Ce, Yb",True,False
P0912,mechanism statement,"filler atoms disturb void environments and increase ionic character, altering Co-Sb/Sb-Sb covalent-ionic bonding and bulk modulus",True,False
P0913,material formulation,CePt4Ge12 ternary complex material,True,False
P0913,mechanism statement,predominantly ionic bonding and sharp electronic-structure changes near the Fermi level create variable Seebeck response and dopable thermoelectric performance,True,False
P0914,material formulation,Sn-doped Sb2Te3,True,False
P0914,mechanism statement,"Sn substitutes Sb as a shallow acceptor, enhancing hole mobility, conductivity, Seebeck coefficient, and power factor",True,False
P0915,material formulation,mixed ionic-electronic cellulose aerogel,True,False
P0915,mechanism statement,"combined electronic and ionic Seebeck effects plus mixed conduction enable separate pressure, temperature, and humidity sensing",True,False
P0916,material formulation,ionic-liquid-modulated PEDOT:PSS/SWCNT/polycarbonate thermoplastic composite,True,False
P0916,mechanism statement,PEDOT:PSS/SWCNT conductivity and strong PC interfacial interaction balance mechanical robustness with thermoelectric performance,True,False
P0917,material formulation,Mg3Sb2-based materials with cation Frenkel defects,True,False
P0917,mechanism statement,"cation vacancy/interstitial defect complexes preserve ionic charge neutrality, enabling n-type dopability and strain-field phonon scattering",True,False
P0918,material formulation,natural clay mineral ionic thermoelectric devices functionalized with -SO3H and coated with PVA/borax/LiCl hydrogel,True,False
P0918,mechanism statement,clay ion transport gives high Seebeck coefficient; sulfonation enhances thermopower and hydrogel coating improves low-humidity operation,True,False
P0919,material formulation,"hybrid hydrogel with EMIM+, BF4-, and polyethylene glycol assembled with porous electrodes",True,False
P0919,mechanism statement,"selective ion localization and thermo-osmotic transport regulate anion mobility, producing ultrahigh ionic thermopower",True,False
P0920,material formulation,"ionic liquids encapsulated in self-healing polymers, ionic polymers, and free-standing ionic liquids",True,False
P0920,mechanism statement,ionic-liquid fluidity gives self-healing and recyclability while encapsulation or polymerization mitigates leakage in ionic electronics,True,False
P0921,material formulation,BiCu1-xAgxSeO oxyselenide with Ag substitution at Cu site,True,False
P0921,mechanism statement,"heavy Ag substitution with different ionic radius increases Seebeck coefficient and phonon scattering, lowering thermal conductivity and improving ZT",True,False
P0922,material formulation,PbTe and PbTe-based lead chalcogenides,True,False
P0922,mechanism statement,softening and breaking of ionic Pb-Te bonds causes structural collapse; alloying with PbSe/PbS can strengthen ionic framework,True,False
P0923,material formulation,CsCu2I3 incipient ionic conductor,True,False
P0923,mechanism statement,confined Cu-ion migration between CuI4 tetrahedra creates extreme anharmonicity and glass-like thermal conductivity with limited long-range ion migration,True,False
P0924,material formulation,EMI-TFSI ionic liquid thermocell with [Co(ppy)]3+/2+ redox couple and carbon electrodes,True,False
P0924,mechanism statement,ionic-liquid redox thermocell uses positive Seebeck Co couple; high-surface-area carbon electrodes accelerate reactions and improve power,True,False
P0925,material formulation,Cu3SbSe4 and Cu3SbS4 ternary chalcogenides,True,False
P0925,mechanism statement,ionic tetrahedral bonding and elastic anisotropy govern direction-dependent electronic transport and thermoelectric response,True,False
P0926,material formulation,Rb2GeCl6 and Rb2GeBr6 vacancy-ordered double perovskites,True,False
P0926,mechanism statement,"direct band gaps, ionic/ductile anisotropic bonding, and transport properties support thermoelectric and optoelectronic use",True,False
P0927,material formulation,Ce0.9Gd0.1O2-delta mixed ionic-electronic conductor,True,False
P0927,mechanism statement,"oxygen activity shifts transport between ionic and electronic carriers, changing thermopower sign and magnitude through conductivity ratio",True,False
P0928,material formulation,allyl-cellulose/POSS-8SH nanostructured ionogel,True,False
P0928,mechanism statement,"POSS nodes selectively confine anions and scatter phonons, decoupling ion and heat transport for high ionic power factor",True,False
P0929,material formulation,Cu2Se phonon-liquid electron-crystal thermoelectric,True,False
P0929,mechanism statement,neutron spectroscopy shows slow ion hopping does not suppress transverse phonons; ultralow thermal conductivity is instead attributed to anharmonicity,True,False
P0930,material formulation,"superionic thermoelectrics Cu2Se, Cu2S, Cu1.8Na0.01S, and (AgCrSe2)0.5(CuCrSe2)0.5",True,False
P0930,mechanism statement,fluid-like ion motion lowers thermal conductivity but causes electromigration; stabilizing ion motion is needed for durable high-ZT operation,True,False
P0931,material formulation,"organic liquid thermoelectric devices with Fe2+/Fe3+ redox pair in methanol, ethanol, 1-propanol, ethylene glycol, and other solvents",True,False
P0931,mechanism statement,OH-/H2O coordination to Fe3+ in protic solvents enhances electrochemical Seebeck coefficient at low concentration,True,False
P0932,material formulation,PEDOT:PSS treated with EMIM:TFSI ionic liquid and NaBH4,True,False
P0932,mechanism statement,"EMIM:TFSI separates PSS and changes PEDOT to quinoid conformation, while NaBH4 reduces carrier concentration to raise Seebeck coefficient",True,False
P0933,material formulation,SnSe thermoelectric compound,True,False
P0933,mechanism statement,mixed ionic-covalent bonding and heavy-light valence-band overlap enable optimized carrier concentration and high low-temperature ZT,True,False
P0934,material formulation,"ionic-liquid microemulsion gel with [EMIM]TFSI, LiCl, LiTFSI, ethylene glycol, and UV absorber",True,False
P0934,mechanism statement,"microemulsion stability and ionic conductivity give thermochromic/electrochromic response for smart windows, not primary thermoelectric extraction",True,False
P0935,material formulation,(AgxCu1-x)2Se binary-mobile-ion superionic conductor model,True,False
P0935,mechanism statement,multi-component lattice gas with repulsive interactions and hopping predicts non-linear composition dependence and conductivity minimum,True,False
P0936,material formulation,liquid semiconductor or ionic melt under variable temperature gradient,True,False
P0936,mechanism statement,thermostimulated diffusion creates excess charge and drives thermoelectric convective instability under modulated thermal fields,True,False
P0937,material formulation,SrTi11O20 thermoelectric oxide,True,False
P0937,mechanism statement,TiO6 network conducts electrons while loosely bonded Sr ions create localized anharmonic vibrations and avoided crossing to scatter phonons,True,False
P0938,material formulation,cellulose@polypyrrole membrane,True,False
P0938,mechanism statement,water and thermal gradients drive streaming potential from ionic electrokinetics and ionic thermoelectric potential from Soret effect,True,False
P0939,material formulation,"quasi-one-dimensional Sr2ZnX3 chalcogenides with X = S, Se, Te",True,False
P0939,mechanism statement,"ionic-radius-controlled chalcogen substitution tunes band gap, optical response, and high-ZT thermoelectric transport",True,False
P0940,material formulation,PEDOT:PSS/ionic liquid/amine-functionalized SiO2 nanoparticle film,True,False
P0940,mechanism statement,"ionic liquid improves conductivity via ion exchange while SiO2+ disperses IL and thermally insulates, enhancing photothermoelectric conversion",True,False
P0941,material formulation,Cs2[PdCl4]I2 quaternary compound,True,False
