mention_id,label,context,context_start,context_end,method,embedding_text
iTE:P1067:n2,suppression of grain boundary scattering,The high electrical conductivity (sigma) and shape of the sigma vs. temperature (T) curve of this CuI/NC sample is realized through suppression of grain boundary scattering due to tunneling currents in CuI.,942,1148,source_sentence_or_semicolon_clause,clustering: suppression of grain boundary scattering. Context: The high electrical conductivity (sigma) and shape of the sigma vs. temperature (T) curve of this CuI/NC sample is realized through suppression of grain boundary scattering due to tunneling currents in CuI.
iTE:P1068:n1,weakly ionic Mg-Sb bond,"The weakly ionic Mg-Sb bond, which links the Mg2+ sheet structure and the [Mg2Sb2](2-) substructure, breaks and creates pathways to slip between different [Mg2Sb2](2-) substructures under pure shear deformation in Mg3Sb2.",497,718,source_sentence_or_semicolon_clause,"clustering: weakly ionic Mg-Sb bond. Context: The weakly ionic Mg-Sb bond, which links the Mg2+ sheet structure and the [Mg2Sb2](2-) substructure, breaks and creates pathways to slip between different [Mg2Sb2](2-) substructures under pure shear deformation in Mg3Sb2."
iTE:P1068:n2,slip between different [Mg2Sb2](2-) substructures,"The weakly ionic Mg-Sb bond, which links the Mg2+ sheet structure and the [Mg2Sb2](2-) substructure, breaks and creates pathways to slip between different [Mg2Sb2](2-) substructures under pure shear deformation in Mg3Sb2.",497,718,source_sentence_or_semicolon_clause,"clustering: slip between different [Mg2Sb2](2-) substructures. Context: The weakly ionic Mg-Sb bond, which links the Mg2+ sheet structure and the [Mg2Sb2](2-) substructure, breaks and creates pathways to slip between different [Mg2Sb2](2-) substructures under pure shear deformation in Mg3Sb2."
iTE:P1069:n1,Zn depletion,"The latter increases upon Zn depletion, especially when ZnSb is formed.",819,890,source_sentence_or_semicolon_clause,"clustering: Zn depletion. Context: The latter increases upon Zn depletion, especially when ZnSb is formed."
iTE:P1069:n2,Seebeck coefficient,A series of tests under flowing currents with different voltages and current densities on bar-shaped samples was followed by the space-resolved investigation of their composition and its systematical correlation with the Seebeck coefficient.,577,818,source_sentence_or_semicolon_clause,clustering: Seebeck coefficient. Context: A series of tests under flowing currents with different voltages and current densities on bar-shaped samples was followed by the space-resolved investigation of their composition and its systematical correlation with the Seebeck coefficient.
iTE:P1071:n1,stoichiometric composition of Tl2Pb2Se3,"It is observed that the electrical conductivity in the system sharply falls near the stoichiometric composition of Tl2Pb2Se3 and the magnetic susceptibility has a diamagnetic maximum at this composition, where the thermoelectric power changes its sign.",175,427,source_sentence_or_semicolon_clause,"clustering: stoichiometric composition of Tl2Pb2Se3. Context: It is observed that the electrical conductivity in the system sharply falls near the stoichiometric composition of Tl2Pb2Se3 and the magnetic susceptibility has a diamagnetic maximum at this composition, where the thermoelectric power changes its sign."
iTE:P1071:n2,electrical conductivity,"The electrical conductivity, magnetic susceptibility, and thermoelectric power in the liquid (Tl1/2Pb1/2)-Se system are measured over wide temperature and composition ranges.",0,174,source_sentence_or_semicolon_clause,"clustering: electrical conductivity. Context: The electrical conductivity, magnetic susceptibility, and thermoelectric power in the liquid (Tl1/2Pb1/2)-Se system are measured over wide temperature and composition ranges."
iTE:P1072:n1,thermal excitations of extrinsic carriers,"Above this temperature, thermal excitations of extrinsic carriers decrease the Seebeck coefficient.",1057,1156,source_sentence_or_semicolon_clause,"clustering: thermal excitations of extrinsic carriers. Context: Above this temperature, thermal excitations of extrinsic carriers decrease the Seebeck coefficient."
iTE:P1072:n2,Seebeck coefficient,The increase of the Seebeck coefficient in these materials with temperature up to 400 K satisfies the Mott formula.,941,1056,source_sentence_or_semicolon_clause,clustering: Seebeck coefficient. Context: The increase of the Seebeck coefficient in these materials with temperature up to 400 K satisfies the Mott formula.
iTE:P1073:n1,SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment,Implementation of SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment successfully increased the power factor of the system in the temperature interval from 300 to 410 K.,1035,1243,source_sentence_or_semicolon_clause,clustering: SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment. Context: Implementation of SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment successfully increased the power factor of the system in the temperature interval from 300 to 410 K.
iTE:P1073:n2,power factor,Implementation of SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment successfully increased the power factor of the system in the temperature interval from 300 to 410 K.,1035,1243,source_sentence_or_semicolon_clause,clustering: power factor. Context: Implementation of SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment successfully increased the power factor of the system in the temperature interval from 300 to 410 K.
iTE:P1074:n1,2DEG region,We also demonstrate that the thermoelectric performance of the 2DEG region is significantly higher than that of bulk ZnO.,816,937,source_sentence_or_semicolon_clause,clustering: 2DEG region. Context: We also demonstrate that the thermoelectric performance of the 2DEG region is significantly higher than that of bulk ZnO.
iTE:P1074:n2,thermoelectric performance,We also demonstrate that the thermoelectric performance of the 2DEG region is significantly higher than that of bulk ZnO.,816,937,source_sentence_or_semicolon_clause,clustering: thermoelectric performance. Context: We also demonstrate that the thermoelectric performance of the 2DEG region is significantly higher than that of bulk ZnO.
iTE:P1075:n1,entropy of the transition,The measured difference between the ionic thermopower of the two phases well matches calculations based on the entropy of the transition (presence part of the Seebeck coefficient) and different activation energies of ionic transport (transport part).,1000,1250,source_sentence_or_semicolon_clause,clustering: entropy of the transition. Context: The measured difference between the ionic thermopower of the two phases well matches calculations based on the entropy of the transition (presence part of the Seebeck coefficient) and different activation energies of ionic transport (transport part).
iTE:P1075:n2,different activation energies of ionic transport,The measured difference between the ionic thermopower of the two phases well matches calculations based on the entropy of the transition (presence part of the Seebeck coefficient) and different activation energies of ionic transport (transport part).,1000,1250,source_sentence_or_semicolon_clause,clustering: different activation energies of ionic transport. Context: The measured difference between the ionic thermopower of the two phases well matches calculations based on the entropy of the transition (presence part of the Seebeck coefficient) and different activation energies of ionic transport (transport part).
