paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P0683,C539540C36B,nanochannel-confined ion transport,transport_mechanism,ionic transport,material+mechanism+abstract,"cellulose/KCl/sodium alginate ionic thermoelectric hydrogel | thermal migration channel size and channel-Cl- interactions, strengthened by polyanion and multivalent crosslinking, enhance thermopower",domain_curated_rule,0.97
P0683,C5CE88E5AD7,thermal migration,transport_mechanism,transport mechanism,abstract/material/mechanism,thermal migration,cleaned_open_concept,0.78
P0684,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"chitosan hydrogels complexed with different metal ions | metal-ion/chitosan complexation controls gel aggregate structure and intermolecular interactions, tuning thermopower from p-type to n-type",domain_curated_rule,0.97
P0684,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"chitosan hydrogels complexed with different metal ions | metal-ion/chitosan complexation controls gel aggregate structure and intermolecular interactions, tuning thermopower from p-type to n-type",domain_curated_rule,0.97
P0685,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,mechanism_raw,ionic diffusion,controlled_rule,0.94
P0686,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PFPA/AAm/EMIM:TFSI hydrophobic n-type ionogel | fluorine-rich copolymer network and dynamic noncovalent interactions provide hydrophobicity, stretchability, self-healing, and n-type thermopower",domain_curated_rule,0.97
P0687,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,matrix-ion donor electrolyte pairs for thermoelectrochemical cells; ML screening | machine-learning descriptors identify matrix/ion donor combinations and molecular features governing Seebeck coefficient,domain_curated_rule,0.97
P0689,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,solid ionic-liquid-based ionogels with selective ion doping | selective ion doping creates ion aggregates and ion-ion interactions that tune thermopower sign and magnitude from n-type to p-type,domain_curated_rule,0.97
P0693,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,abstract,hydrogen bonding,controlled_rule,0.94
P0693,C7932B1CE8C,chaotropic polymer-water disruption,gel_microstructure,soft-material mechanism,material+mechanism+abstract,gelatin/EMIM:DCA supramolecular ionic thermoelectric gel | multiple noncovalent IL-gelatin interactions enhance ion-selective diffusion and thermal stability,domain_curated_rule,0.97
P0693,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,gelatin/EMIM:DCA supramolecular ionic thermoelectric gel | multiple noncovalent IL-gelatin interactions enhance ion-selective diffusion and thermal stability,domain_curated_rule+prediction_family_collapse,0.97
P0696,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"PDDAC/CuCl2-infiltrated PVA-chitosan aerogel | copper-coordinated chitosan confines cations, polycation electrolyte repels cations, and [CuCl4]2- configuration yields giant negative thermopower",domain_curated_rule,0.97
P0696,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PDDAC/CuCl2-infiltrated PVA-chitosan aerogel | copper-coordinated chitosan confines cations, polycation electrolyte repels cations, and [CuCl4]2- configuration yields giant negative thermopower",domain_curated_rule,0.97
P0696,CAEE03ADAC5,bidirectional cationic anchoring thermodiffusion,transport_mechanism,transport mechanism,material+mechanism+abstract,"PDDAC/CuCl2-infiltrated PVA-chitosan aerogel | copper-coordinated chitosan confines cations, polycation electrolyte repels cations, and [CuCl4]2- configuration yields giant negative thermopower",domain_curated_rule,0.97
P0697,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,abstract,hydrogen bond,controlled_rule,0.94
P0697,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"acid-infiltrated physically crosslinked PVA hydrogel | strong PVA hydrogen-bond network facilitates H+ transport while restricting anions, producing large H+-based thermopower",domain_curated_rule,0.97
P0697,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,"acid-infiltrated physically crosslinked PVA hydrogel | strong PVA hydrogen-bond network facilitates H+ transport while restricting anions, producing large H+-based thermopower",domain_curated_rule+prediction_family_collapse,0.97
P0698,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P0698,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,thermal management,controlled_rule,0.94
P0701,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,PVDF-HFP/EMIMTFSI/salt stretchable self-healing ionogel | salt regulator tunes ion interactions to produce large p- and n-type thermopowers while ionogel self-heals mechanically and thermoelectrically,domain_curated_rule,0.97
P0704,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ion conduction,controlled_rule,0.94
P0704,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ion migration,controlled_rule,0.94
P0705,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"Na+-functionalized polyethylene oxide with embedded InAs nanowire heat-driven nanotransistor | ionic thermodiffusion in polyelectrolyte gates nanowire conductance, enabling extraction of local ionic diffusion parameters",domain_curated_rule,0.97
P0705,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,mechanism_raw,ionic diffusion,controlled_rule,0.94
P0705,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,"Na+-functionalized polyethylene oxide with embedded InAs nanowire heat-driven nanotransistor | ionic thermodiffusion in polyelectrolyte gates nanowire conductance, enabling extraction of local ionic diffusion parameters",domain_curated_rule,0.97
P0708,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,gelatin/ionic liquid/single-walled carbon nanotube mixed ion-electron ionogel | ionic liquid harvests temperature fluctuation through ion accumulation variation/Soret effect while SWNT electronic network harvests temperature gradient through Seebeck effect,domain_curated_rule,0.97
P0708,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,gelatin/ionic liquid/single-walled carbon nanotube mixed ion-electron ionogel | ionic liquid harvests temperature fluctuation through ion accumulation variation/Soret effect while SWNT electronic network harvests temperature gradient through Seebeck effect,domain_curated_rule,0.97
P0709,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,Li3VO4 and Na3VO4 alkali vanadates | high-temperature superionic phases show mostly ionic conductivity while normal phases behave as mixed ionic-electronic conductors,domain_curated_rule,0.97
P0709,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,mechanism_raw,mixed ionic-electronic,controlled_rule,0.94
P0711,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P0713,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,polyelectrolyte films with different cations | water concentration gradient and hydrovoltaic voltage dominate thermal-gradient voltage; cation hydration changes barrier height and ion-induced electrode potential,domain_curated_rule,0.97
P0713,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,polyelectrolyte films with different cations | water concentration gradient and hydrovoltaic voltage dominate thermal-gradient voltage; cation hydration changes barrier height and ion-induced electrode potential,domain_curated_rule,0.97
P0714,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P0717,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ionic migration,controlled_rule,0.94
P0720,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,pyroelectric material integrated with ionic thermoelectric material; plasmonic metasurface optional | thermodiffusion-assisted pyroelectric device combines rapid pyroelectric response with stable ionic thermoelectric signal through ion-electron interfacial interactions,domain_curated_rule,0.97
P0720,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,pyroelectric material integrated with ionic thermoelectric material; plasmonic metasurface optional | thermodiffusion-assisted pyroelectric device combines rapid pyroelectric response with stable ionic thermoelectric signal through ion-electron interfacial interactions,domain_curated_rule,0.97
P0721,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,title,Ionic conduction,controlled_rule,0.94
P0722,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P0722,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ionic migration,controlled_rule,0.94
P0723,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"binary electrolytes, acids, bases, and salts near titanium electrodes | different cation/anion Soret coefficients and boundary-blocked thermodiffusive flux create Debye-layer charge imbalance and time-dependent electrolyte Seebeck voltage",domain_curated_rule,0.97
P0725,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,mechanism_raw,thermal management,controlled_rule,0.94
P0729,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"[Li(Na,K)]2O-Nb2O5-P2O5 niobophosphate glasses | ionic thermoelectric power gives thermal diffusion coefficients; alkali ion type and Nb2O5 content affect heat of transport and Soret coefficient",domain_curated_rule,0.97
P0734,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material_raw,mixed ionic-electronic,controlled_rule,0.94
P0737,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,gelatin/poly(acrylamide-co-acrylic acid)/lithium bromide/sodium phytate/glycerol hydrogel | ionic hydrogel couples high ionic thermoelectric response and temperature sensitivity with flame retardancy for rapid fire-warning output,domain_curated_rule,0.97
P0737,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,gelatin/poly(acrylamide-co-acrylic acid)/lithium bromide/sodium phytate/glycerol hydrogel | ionic hydrogel couples high ionic thermoelectric response and temperature sensitivity with flame retardancy for rapid fire-warning output,domain_curated_rule+prediction_family_collapse,0.97
P0738,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"PEDOT:PSS/SWCNT/cellulose nanocrystal-doped PVA/borax ionic hydrogel in ionic-liquid/water binary solvent | ionic liquid/water solvent and conductive PEDOT:PSS/SWCNT network provide antifreeze moisture retention, strain sensing, and ionic/electronic thermoelectric performance",domain_curated_rule,0.97
P0738,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PEDOT:PSS/SWCNT/cellulose nanocrystal-doped PVA/borax ionic hydrogel in ionic-liquid/water binary solvent | ionic liquid/water solvent and conductive PEDOT:PSS/SWCNT network provide antifreeze moisture retention, strain sensing, and ionic/electronic thermoelectric performance",domain_curated_rule,0.97
