mention_id,paper_id,domain,raw_phrase,proposed_semantic_role,quote,evidence_scope,decision_source,annotation_status,human_decision,human_role,human_reason
iTE:P0387:n3,P0387,iTE,cation-generating species,material_entity,"The lamellar membrane of beta-Ni(OH)(2) (Ni-M) itself does not display significant thermovoltages, but when doped with mobile anion-generating species (like aminopropyl functionalized magnesium phyllosilicate or organic halide salts), it exhibits significant negative Seebeck coefficient (up to -13.7 +/- 0.2 mV K-1). Similarly, upon doping with cation-generating species like poly(4-styrene sulfonic acid) (PSS), it displays positive Seebeck coefficient values (up to +12 +/- 1.9 mV K-1).",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0387:n4,P0387,iTE,positive Seebeck coefficient,performance_function,"The lamellar membrane of beta-Ni(OH)(2) (Ni-M) itself does not display significant thermovoltages, but when doped with mobile anion-generating species (like aminopropyl functionalized magnesium phyllosilicate or organic halide salts), it exhibits significant negative Seebeck coefficient (up to -13.7 +/- 0.2 mV K-1). Similarly, upon doping with cation-generating species like poly(4-styrene sulfonic acid) (PSS), it displays positive Seebeck coefficient values (up to +12 +/- 1.9 mV K-1).",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0388:n1,P0388,iTE,external load always connected,condition,"Here, we demonstrate the continuous operation of ITECs with the external load always connected.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0388:n2,P0388,iTE,continuous operation of ITECs,performance_function,"Here, we demonstrate the continuous operation of ITECs with the external load always connected.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0389:n1,P0389,iTE,confinement of ILs,state_structure,"The ionogels were designed to manipulate the confinement of ILs within the functionalized natural biopolymer, aiming to improve the electric conductivity as the ionic TE materials.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0389:n2,P0389,iTE,electric conductivity,quantity,"The ionogels were designed to manipulate the confinement of ILs within the functionalized natural biopolymer, aiming to improve the electric conductivity as the ionic TE materials.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0390:n1,P0390,iTE,NaCl,material_entity,"The thermoelectric electrolyte is composed of polyacrylamide hydrogel and sodium carboxymethyl cellulose (PMSC), possessing cross-linked network with excellent cation selectivity, while the ionic thermoelectric properties are further improved in the presence of NaCl.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0390:n2,P0390,iTE,ionic thermoelectric properties,performance_function,"The thermoelectric electrolyte is composed of polyacrylamide hydrogel and sodium carboxymethyl cellulose (PMSC), possessing cross-linked network with excellent cation selectivity, while the ionic thermoelectric properties are further improved in the presence of NaCl.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0391:n1,P0391,iTE,BF4--based MADQUAT and PF6--based PDADMAC,material_entity,"In particular, BF4--based MADQUAT and PF6--based PDADMAC showed good ionic conductivity, reliable, reproducible Seebeck coefficients and outstanding power factors at 40% relative humidity with significant improvement in air stability.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0391:n2,P0391,iTE,air stability,performance_function,"In particular, BF4--based MADQUAT and PF6--based PDADMAC showed good ionic conductivity, reliable, reproducible Seebeck coefficients and outstanding power factors at 40% relative humidity with significant improvement in air stability.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0392:n1,P0392,iTE,thermo-diffusion of water,mechanism_process,"It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0392:n2,P0392,iTE,proton transport,mechanism_process,"It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0392:n3,P0392,iTE,unidirectional migration of protons from a hotter to colder side,mechanism_process,"It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0392:n4,P0392,iTE,ionic thermopower,performance_function,"It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0393:n1,P0393,iTE,ions in the pore solution,material_entity,"The mechanism of the ionic thermoelectric effect is discovered and evaluated. The temperature sensing properties of the pure cement paste under the gradient heating and the temperature cycles are measured. In addition, a cement-based temperature sensor is further developed, and its temperature sensing performance is tested. It is found that the pure cement paste exhibits an ionic thermoelectric effect due to the existence of ions in the pore solution, with the advantages of high Seebeck coefficient, high electrical conductivity, and low cost.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0393:n2,P0393,iTE,ionic thermoelectric effect,mechanism_process,"The mechanism of the ionic thermoelectric effect is discovered and evaluated. The temperature sensing properties of the pure cement paste under the gradient heating and the temperature cycles are measured. In addition, a cement-based temperature sensor is further developed, and its temperature sensing performance is tested. It is found that the pure cement paste exhibits an ionic thermoelectric effect due to the existence of ions in the pore solution, with the advantages of high Seebeck coefficient, high electrical conductivity, and low cost.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
iTE:P0394:n1,P0394,iTE,ionic Eastman entropies,quantity,"We derive the ionic Seebeck coefficient, Std, and the dimensionless ionic figure of merit, Z(td)T, from the view of field evolutions of temperature, voltage, and ionic concentration. Different from traditional knowledge, only ionic Eastman entropies determine Std, while ionic diffusion coefficients can only affect the speed of the voltage to reach the steady state.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
iTE:P0394:n2,P0394,iTE,Std,performance_function,"We derive the ionic Seebeck coefficient, Std, and the dimensionless ionic figure of merit, Z(td)T, from the view of field evolutions of temperature, voltage, and ionic concentration. Different from traditional knowledge, only ionic Eastman entropies determine Std, while ionic diffusion coefficients can only affect the speed of the voltage to reach the steady state.",node_containing_sentences_from_original_quote,decisions_03a.json,model_proposed_pending_human,,,
