mention_id,paper_id,domain,local_node_id,raw_phrase,legacy_role,semantic_role,claim_id,quote,phrase_location_status,phrase_start_char,phrase_end_char,phrase_span_candidates,semantic_review_status,reconstruction_run_id,audit_id,draft_concept_id,draft_definition,source_role,abstract_locator
iTE:P1137:n2,P1137,iTE,n2,low lattice thermal conductivity,physical_consequence,,iTE:P1137:claim_block,"Argyrodite-type Ag- and Cu-based chalcogenides have garnered considerable attention due to their combination of both low lattice thermal conductivity and high ionic conductivity. While low lattice thermal conductivity is advantageous for thermoelectric applications, high ionic conductivity can lead to device instability. The independent tunability of these two transport properties would open further strategies for designing high-performance functional materials. This dual behavior emphasizes the importance of understanding the underlying structure-property relationships in these systems. In this study, we investigate the mixed-cation argyrodite solid solution series Ag8- x Cu x GeS6 (0 <= x <= 8), focusing on how substitution of Ag+ with Cu+ influences their structure and transport properties. To elucidate the microscopic origins of thermal and ionic transport, a combined experimental and theoretical approach is applied. A two-channel analytical model reveals that both propagating phonons and diffuson-like modes contribute to heat transport. Our findings demonstrate that the low lattice thermal conductivity and high ionic conductivity arise from shared structural features, such as strong lattice anharmonicity and dynamic disorder, rather than from direct interdependency between the two transport mechanisms. This decoupling enables independent optimization of thermal and ionic transport, offering valuable insights for the design of materials in next-generation thermoelectrics, ionic thermoelectrics, and solid-state batteries.",multiple_exact_matches_in_quote,,,"[[117, 149], [185, 217], [1092, 1124]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:6753deae16203508cd1f,低值状态阈值待核实:9,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1137
iTE:P1149:n2,P1149,iTE,n2,low lattice thermal conductivity,physical_consequence,,iTE:P1149:claim_block,"The discovery of ultra-low lattice thermal conductivity has always been an urgent task to break through the thermoelectric performance of environment-friendly SnTe materials. As an effective lattice modulation strategy, lattice softening without deteriorating electrical transport has attracted much attention. Herein, we systematically compare and explore the electron-phonon transport characteristics of Q-doped SnTe-GeTe alloys (Q = Bi, Sb, and Ag), especially the visible lattice softening at sound velocity. The high solid-solution of GeTe significantly reduces the sound velocity, and the apparent strong phonon softening is the major contribution to the low lattice thermal conductivity. However, additional Sb/Bi/Ag doping exhibits various modulations on its softening. Bi and Ag with large ionic radii easily destroy the crystal structure and restore the sound velocity close to that of pristine SnTe, while Sb with smaller ionic radius maintains the sound velocity. The Debye-Callaway model quantifies phonon softening and defect scattering, elucidating the exotic lattice thermal conductivity distortion. Additionally, the compensated band convergence and carrier concentration modulation synergistically optimize the electrical transport. The trade-off between lattice softening and electronic band modulation ultimately leads to the zT values of similar to 1.0,similar to 1.1, and similar to 0.8 in Sn0.66Ge0.3Bi0.04Te, Sn0.66Ge0.3Sb0.04Te, and Sn0.66Ge0.3Ag0.04Te, respectively. This work not only confirms the feasible manipulation of high-concentration GeTe alloying on the lattice softening of SnTe, but also emphasizes the significant modulation effect of trace aliovalent ion doping, providing a useful reference for optimization of lattice thermal conductivity.",multiple_exact_matches_in_quote,,,"[[23, 55], [661, 693]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:82cbf1f4f791734af95a,低值状态阈值待核实:10,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1149
iTE:P1168:n2,P1168,iTE,n2,reduced kappa L,physical_consequence,,iTE:P1168:claim_block,"The modern era of thermoelectricity (TE) is born alongside the explosion of nanotechnology. Although high-dose doping rejuvenates TE research, expectations for low thermal conductivity kappa and high electrical transport property remain conflicting. The n-type Bi2Te3 with dilute liquid-like copper chalcogenide realizes the hybrid-ization of electronic and ionic conduction and fulfills the concept of phonon-liquid electron-crystal. The presence of Cu2S nano-clusters modulates the concentration of Cu and Cu ion dynamically. Under such circumstances, the solubility of Cu in n-type Bi2Te3 retains at a maximal level without forming undesired impurity phases. More-over, the Cu ions play a double role as phonon scatters and high-mobility carriers, yielding the reduced kappa L with enhanced carrier mobility mu H. Meanwhile, a high electrical conductivity sigma is retained by pinning the carrier concentration nH in the optimal level of 1019 cm -3 with the incorporation of electron donors. Consequently, our nearly single-phase n-type Bi2Se0.02Te3Cu0.03(Cu2S)0.0125 crystal achieves a large S2 sigma, a record-breaking zT = 1.6 at 363 K, and an ultrahigh average zT = 1.38 in the temperature range of 300 K-500 K.",exact_unique_in_quote,764,779,"[[764, 779]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:21c640569569a736aa14,降低后的晶格热导率状态,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1168
iTE:P1266:n2,P1266,iTE,n2,extremely low lattice thermal conductivity,physical_consequence,,iTE:P1266:claim_block,"We report a high-performance thermoelectric pavonite compound, Ag0.5CdBi4.5Se8, featuring a unique quasi-superlattice structure assembled from five distinct polyhedral units ([AgSe6], [CdSe6], [(Bi1)Se5], [(Bi2)Se6], and [(Bi3)Se6]). Naturally arranged Bi-Se polyhedra with different distortions and crystallographic environments enable multidirectional orbital overlap, forming a quadruple-valley conduction band with a small energy separation of 0.07 eV. This electronic structure simultaneously enhances carrier transport and maintains a high Seebeck coefficient. Moreover, the inherently hybrid bonding network, which consists of alternating strong and weak bonds alongside coexisting ionic and covalent characters, combined with pronounced acoustic-optical phonon coupling originating from the [AgSe6]/[CdSe6] octahedra, results in an extremely low lattice thermal conductivity of 0.24 W m-1 K-1 at 823 K. While intrinsic Se vacancies render the pristine material an n-type degenerate semiconductor, Sb doping and Se-excess allow precise tuning of carrier concentration over a wide range (2.39 & times; 1019-4.81 & times; 1020 cm-3), enabling further optimization of electrical transport. At an optimal carrier concentration of 2.52 & times; 1020 cm-3, Ag0.5CdBi4.5Se8 achieves a peak thermoelectric ZT of 0.96 at 823 K, outperforming most previously reported pavonite derivatives. This work validates the utilization of the compound's intriguing multipolyhedral integration as a robust strategy to decouple electron-phonon transport, thereby providing insights for the rational design of high-performance thermoelectric materials.",exact_unique_in_quote,840,882,"[[840, 882]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:e0fe0f7eb60289111705,低值状态阈值待核实:12,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1266
iTE:P1297:n2,P1297,iTE,n2,low lattice thermal conductivity,physical_consequence,,iTE:P1297:claim_block,"Argyrodite-type Ag-based sulfides combine exceptionally low lattice thermal and high ionic conductivity, making them promising candidates for thermoelectric and solid-state energy applications. In this work, we studied Ag8TS6 (T = Si, Ge, Sn) argyrodite family by combining chemical-bonding analysis, lattice vibrational properties simulation, and experimental measurements to investigate their structural and thermal transport properties. Furthermore, we propose a two-channel lattice-dynamics model based on Gr & uuml;neisen-derived phonon lifetimes and compare it to an approach using machine-learned interatomic potentials. Both approaches are able to predict thermal conductivity in agreement with experimental lattice thermal conductivities along the whole temperature range, highlighting their potential suitability for future high-throughput predictions. Our findings also reveal a relationship between bond heterogeneity arising from weakly bonded Ag+ ions and occupied antibonding states in Ag-S and Ag-Ag interactions and strong anharmonicity, including large Gr & uuml;neisen parameters, and low sound velocities, which are responsible for the low lattice thermal conductivity of Ag8SnS6, Ag8GeS6, and Ag8SiS6. We furthermore show that thermal and ionic conductivities in all three compounds are independent of each other and can likely be tuned individually.",exact_unique_in_quote,1156,1188,"[[1156, 1188]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:2a77dbcf68565bce76c5,低值状态阈值待核实:13,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1297
iTE:P1322:n2,P1322,iTE,n2,reduction in lattice thermal conductivity,physical_consequence,,iTE:P1322:claim_block,"ZnO is identified as a potentially attractive n-type oxide thermoelectric material due to its abundance, nontoxicity, and a high degree of stability. However, working with ZnO is challenging due to its high thermal conductivity from its strong ionic bonds and low electrical conductivity due to its low charge concentrations. Here, it is demonstrated that the electrical and thermal transport properties of ZnO can be simultaneously improved via the successful doping of Al and ZnS coating. The ZnS coating in Al-doped ZnO is observed and analyzed through microstructure and spectroscopic studies. The power factor for 1% ZnS-coated Zn0.98Al0.02O is increased to approximate to 0.75 mW m(-1) K-2 at 1073 K, 161% higher than pure ZnO. This enhancement in the power factor can be explained by the aliovalent Al3+ doping and modifications in intrinsic defects, leading to an increased carrier concentration. Interestingly, ZnS coating significantly reduces lattice thermal conductivity to approximate to 2.31 W m(-1) K-1 at 1073 K for 2% ZnS-coated Zn0.98Al0.02O, a 62% decrease over pure ZnO. This large reduction in lattice thermal conductivity can be elucidated based on coherent phonon scattering via Callaway's model. Overall, the figure of merit, zT, increases to 0.2 in 2% ZnS-coated Zn0.98Al0.02O, which is 272% higher than pure ZnO at 1073 K.",exact_unique_in_quote,1102,1143,"[[1102, 1143]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:a4ef1b47dc72b790890b,晶格热导率下降过程,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1322
iTE:P1480:n3,P1480,iTE,n3,reduced lattice thermal conductivity,physical_consequence,,iTE:P1480:claim_block,reaching its highest value for K2IrI6 due to the combined balance between the power factor and reduced lattice thermal conductivity.,exact_unique_in_quote,1355,1391,"[[1355, 1391]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:21c640569569a736aa14,降低后的晶格热导率状态,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1480
iTE:P1671:n3,P1671,iTE,n3,low lattice thermal conductivity,physical_consequence,,iTE:P1671:claim_block,"This suggests that the low lattice thermal conductivity in ACrX2 compounds is an inherent property of the crystal structure, caused by anharmonic bonding and diffuson dominated transport.",exact_unique_in_quote,1420,1452,"[[1420, 1452]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:2079891e057190a4709f,低值状态阈值待核实:16,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1671
iTE:P1697:n3,P1697,iTE,n3,Ultralow kappa(L),physical_consequence,,iTE:P1697:claim_block,Ultralow kappa(L) of TlSe is a result of its low energy optical phonon modes which strongly interact with the heat carrying acoustic phonons.,exact_unique_in_quote,500,517,"[[500, 517]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:6b27c01262667455ab36,低值状态阈值待核实:17,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1697
iTE:P1778:n2,P1778,iTE,n2,unusually low lattice thermal conductivities,physical_consequence,,iTE:P1778:claim_block,"Using evolutionary structure search combined with ab initio theory, we investigate the electronic, thermal, and mechanical properties of two-dimensional (2D) A(2)B (A = Cu, Ag, Au, and B = S, Se) auxetic semiconductors. Two types of structures are found to have low energy, namely, s(I/II)-A(2)B, which have direct bandgaps in the range 1.09-2.60 eV and high electron mobilities. Among these semiconductors, Cu2B and Ag2B have light holes with 2 orders of magnitude larger mobility than the heavy holes, up to 9.51 X 10(4)cm(2) v(-1) s(-1) , giving the possibility of achieving highly anisotropic hole transport with the application of a uniaxial strain. Due to the ionic bonding nature, s-A(2)B structures have unusually low lattice thermal conductivities down to 1.5 W m(-1) K-1 at 300 K, which are quite promising for new generation thermoelectric devices. Besides, s-A(2)B structures show extraordinary flexibility with ultralow Young's moduli (down to 20 N/m), which are lower than most previously reported 2D materials. Moreover, under strain along the diagonal direction, five of the structures have in-plane negative Poisson's ratios.",exact_unique_in_quote,712,756,"[[712, 756]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g011,draft:v2:iTE:befbb773d316e8b1f66c,低值状态阈值待核实:18,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1778
