review_queue_order,audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank,round_robin_round,review_selection_reason,selection_policy_id,review_selected
207,707,TC_75e18594962b,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_c88c9a7f4b55,GC_a8e6012e4ab8::GC_f50bbe3cdc5d,transport + temperature gradient,GC_a8e6012e4ab8,transport,mechanism_or_process,1,1,0,0,,,IP_c88c9a7f4b55,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_ca355b3d39b9,GC_71c1faf6fa71::GC_a8e6012e4ab8,transport + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,60,60,55,55,55,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
208,213,TC_901439b9cf1a,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_f2e41999f6d9,GC_4a92e5f4fe38::GC_feaad05da6d2,hydrogel + hydrogel nanoparticle,GC_feaad05da6d2,hydrogel nanoparticle,material_or_structure,1,1,0,0,,,TP_f2e41999f6d9,CL_cc3cf851b751,GC_f2bba15c8a15::GC_feaad05da6d2,physiological temperature gradient + hydrogel nanoparticle,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,75,75,56,56,56,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
209,628,TC_a635e2ab4a11,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_db012264a3d5,GC_d18c91f9affa::GC_d46d2d34bae3,temperature difference + peak power,GC_d46d2d34bae3,peak power,outcome_or_property,1,1,0,0,,,IP_db012264a3d5,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_2c7c3bf7ac5f,GC_a51be089433c::GC_d46d2d34bae3,peak power + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,62,62,56,56,56,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
210,709,TC_2e9a9f6b1690,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_dbd4d6b19faf,GC_f012313172f4::GC_f50bbe3cdc5d,reconstructed lignocellulose ion channel + temperature gradient,GC_f012313172f4,reconstructed lignocellulose ion channel,material_or_structure,1,1,0,0,,,IP_dbd4d6b19faf,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_972a1d737eb2,GC_71c1faf6fa71::GC_f012313172f4,reconstructed lignocellulose ion channel + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,62,62,56,56,56,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
211,215,TC_cf6164b6c55b,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_fddad7aa4159,GC_21faa67da1fd::GC_4a92e5f4fe38,conversion + hydrogel,GC_21faa67da1fd,conversion,mechanism_or_process,1,1,0,0,,,TP_fddad7aa4159,CL_555b021e185b,GC_21faa67da1fd::GC_f2bba15c8a15,physiological temperature gradient + conversion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,77,77,57,57,57,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
212,629,TC_50cc91c33bef,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ddd9e6758489,GC_21272088b98f::GC_d18c91f9affa,maximum output power + temperature difference,GC_21272088b98f,maximum output power,outcome_or_property,1,1,0,0,,,IP_ddd9e6758489,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_94e94c36df26,GC_21272088b98f::GC_a51be089433c,maximum output power + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,63,63,57,57,57,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
213,710,TC_a5f15bb33028,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_dbe05b7bb26e,GC_56af90ee19c9::GC_f50bbe3cdc5d,spontaneous ion + temperature gradient,GC_56af90ee19c9,spontaneous ion,material_or_structure,1,1,0,0,,,IP_dbe05b7bb26e,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_5e2a4b127368,GC_56af90ee19c9::GC_71c1faf6fa71,spontaneous ion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,63,63,57,57,57,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
214,630,TC_ba22e269f4ac,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_ddfc34c1462b,GC_4eb8a289c9d5::GC_d18c91f9affa,voltage difference + temperature difference,GC_4eb8a289c9d5,voltage difference,mechanism_or_process,1,1,0,0,,,IP_ddfc34c1462b,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_a9d8a715f23a,GC_4eb8a289c9d5::GC_a51be089433c,voltage difference + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,64,64,58,58,58,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
215,711,TC_c6e494904365,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_dd98da4e3e56,GC_dc6d98c2fcaa::GC_f50bbe3cdc5d,steady open circuit voltage + temperature gradient,GC_dc6d98c2fcaa,steady open circuit voltage,outcome_or_property,1,1,0,0,,,IP_dd98da4e3e56,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_743e25a20a8c,GC_71c1faf6fa71::GC_dc6d98c2fcaa,steady open circuit voltage + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,64,64,58,58,58,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
216,631,TC_f1f2e0f35a6f,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_e17ac17b22bd,GC_278bc93dc75d::GC_d18c91f9affa,ordered ion + temperature difference,GC_278bc93dc75d,ordered ion,material_or_structure,1,1,0,0,,,IP_e17ac17b22bd,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_9868c88a4136,GC_278bc93dc75d::GC_a51be089433c,ordered ion + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,65,65,59,59,59,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
217,712,TC_0e2a03b17c23,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_df5184589a7f,GC_49990adc781e::GC_f50bbe3cdc5d,energy conversion + temperature gradient,GC_49990adc781e,energy conversion,mechanism_or_process,1,1,0,0,,,IP_df5184589a7f,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_85f6d1a350bb,GC_49990adc781e::GC_71c1faf6fa71,energy conversion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,65,65,59,59,59,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
218,632,TC_175522238c34,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_e4483b730fd4,GC_95bfa1958440::GC_d18c91f9affa,nonlinear temperature voltage + temperature difference,GC_95bfa1958440,nonlinear temperature voltage,outcome_or_property,1,1,0,0,,,IP_e4483b730fd4,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_32e3df0a81de,GC_95bfa1958440::GC_a51be089433c,nonlinear temperature voltage + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,66,66,60,60,60,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
219,714,TC_e5ddae313288,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_e3c5c8861a33,GC_7fb4fd8a0af1::GC_f50bbe3cdc5d,thermal ionic diffusion + temperature gradient,GC_7fb4fd8a0af1,thermal ionic diffusion,mechanism_or_process,1,1,0,0,,,IP_e3c5c8861a33,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_138b8d80797d,GC_71c1faf6fa71::GC_7fb4fd8a0af1,thermal ionic diffusion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,66,66,60,60,60,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
220,633,TC_c9257b4bbc30,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_e8ffa290d938,GC_d18c91f9affa::GC_f50bbe3cdc5d,temperature difference + temperature gradient,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,1,1,0,0,,,IP_e8ffa290d938,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_46ae4c7b6364,GC_a51be089433c::GC_f50bbe3cdc5d,temperature gradient + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,2,3826,67,67,61,61,61,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
221,715,TC_1d71f632dba8,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_e4a24846202d,GC_84fa54fa9adb::GC_f50bbe3cdc5d,enabling cl--dominated ion + temperature gradient,GC_84fa54fa9adb,enabling cl--dominated ion,material_or_structure,1,1,0,0,,,IP_e4a24846202d,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_67ffcc27162b,GC_71c1faf6fa71::GC_84fa54fa9adb,enabling cl--dominated ion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,67,67,61,61,61,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
222,634,TC_18ac0b090345,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_f012c87fbf13,GC_985f88084486::GC_d18c91f9affa,selective ion + temperature difference,GC_985f88084486,selective ion,material_or_structure,1,1,0,0,,,IP_f012c87fbf13,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_f58244efde21,GC_985f88084486::GC_a51be089433c,selective ion + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,68,68,62,62,62,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
223,716,TC_8ea3b717e2c3,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_e85768fc9222,GC_1fe2aa76b69f::GC_f50bbe3cdc5d,selectively adsorbed k+ ion + temperature gradient,GC_1fe2aa76b69f,selectively adsorbed k+ ion,material_or_structure,1,1,0,0,,,IP_e85768fc9222,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_55400cd52d75,GC_1fe2aa76b69f::GC_71c1faf6fa71,selectively adsorbed k+ ion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,68,68,62,62,62,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
224,637,TC_286f0a02539e,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_fa44fc84a9ca,GC_d18c91f9affa::GC_e6be82277354,temperature difference + natural ion,GC_e6be82277354,natural ion,material_or_structure,1,1,0,0,,,IP_fa44fc84a9ca,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_a2a1574281d7,GC_a51be089433c::GC_e6be82277354,natural ion + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,71,71,63,63,63,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
225,717,TC_407cb82e7d52,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_e8ffa290d938,GC_d18c91f9affa::GC_f50bbe3cdc5d,temperature difference + temperature gradient,GC_d18c91f9affa,temperature difference,mechanism_or_process,1,1,0,0,,,IP_e8ffa290d938,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_7a608acb66c9,GC_71c1faf6fa71::GC_d18c91f9affa,temperature difference + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,69,69,63,63,63,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
226,718,TC_9aa204613978,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_f11f14fdccd9,GC_1d1bdcf9a47d::GC_f50bbe3cdc5d,na+ ion + temperature gradient,GC_1d1bdcf9a47d,na+ ion,material_or_structure,1,1,0,0,,,IP_f11f14fdccd9,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_c563a2ebc56d,GC_1d1bdcf9a47d::GC_71c1faf6fa71,na+ ion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,70,70,64,64,64,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
